,Price,Age,KM,HP,MetColor,Automatic,CC,Weight,FuelType_CNG,FuelType_Diesel,FuelType_Petrol,Doors_2,Doors_3,Doors_4,Doors_5
84,16650,25.0,15414.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
85,17450,28.0,8537.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
86,14900,30.0,7000.0,97.0,1.0,0,1400,1100,0,0,1,0,0,0,1
87,17950,20.0,66966.0,90.0,1.0,0,2000,1245,0,1,0,0,1,0,0
88,15950,19.0,51884.0,97.0,1.0,0,1400,1100,0,0,1,0,1,0,0
89,21950,19.0,50005.0,110.0,1.0,0,2000,1265,0,1,0,0,1,0,0
90,16450,20.0,48110.0,97.0,1.0,0,1400,1100,0,0,1,0,1,0,0
91,22250,20.0,63634.0,90.0,1.0,0,2000,1260,0,1,0,0,1,0,0
92,19950,56.0,34472.0,90.0,1.0,0,1995,1260,0,1,0,0,1,0,0
93,15950,20.0,33329.0,97.0,1.0,0,1400,1100,0,0,1,0,1,0,0
94,18900,20.0,31850.0,110.0,0.0,0,1600,1120,0,0,1,0,1,0,0
95,19950,17.0,30351.0,90.0,1.0,0,1995,1260,0,1,0,0,1,0,0
96,15950,19.0,29435.0,97.0,1.0,0,1400,1100,0,0,1,0,1,0,0
97,15950,19.0,25948.0,97.0,1.0,0,1400,1100,0,0,1,0,1,0,0
98,18750,11.0,24500.0,110.0,1.0,0,1600,1120,0,0,1,0,1,0,0
99,17450,18.0,23902.0,97.0,1.0,0,1400,1100,0,0,1,0,1,0,0
100,18990,20.0,23175.0,110.0,1.0,0,1600,1120,0,0,1,0,1,0,0
101,16250,19.0,19200.0,97.0,1.0,0,1400,1100,0,0,1,0,1,0,0
102,18500,13.0,18000.0,71.0,0.0,0,1400,1125,0,0,1,0,1,0,0
103,18500,11.0,16123.0,110.0,1.0,0,1600,1105,0,0,1,0,1,0,0
104,19450,11.0,14635.0,110.0,1.0,1,1600,1155,0,0,1,0,1,0,0
105,16950,56.0,13748.0,97.0,1.0,0,1400,1100,0,0,1,0,1,0,0
106,18800,14.0,11500.0,110.0,1.0,0,1600,1045,0,0,1,0,1,0,0
107,17450,17.0,10000.0,97.0,1.0,0,1400,1100,0,0,1,0,1,0,0
108,17950,20.0,7187.0,110.0,1.0,0,1600,1105,0,0,1,0,1,0,0
109,32500,56.0,1.0,116.0,0.0,0,2000,1480,0,0,1,0,0,0,1
110,31000,4.0,4000.0,116.0,1.0,0,2000,1480,0,1,0,0,0,0,1
111,31275,4.0,1500.0,116.0,1.0,0,2000,1480,0,1,0,0,0,0,1
112,24950,8.0,63634.0,116.0,1.0,0,2000,1320,0,1,0,0,0,0,1
113,24950,8.0,13253.0,116.0,1.0,0,2000,1320,0,1,0,0,0,0,1
114,22950,7.0,10000.0,116.0,1.0,0,2000,1270,0,1,0,0,0,0,1
115,24990,8.0,6000.0,90.0,1.0,0,2000,1280,0,1,0,0,0,0,1
116,21950,8.0,10841.0,90.0,1.0,0,2000,1270,0,0,1,0,0,0,1
117,17900,56.0,1.0,110.0,1.0,0,1600,1105,0,0,1,0,1,0,0
118,19250,20.0,63000.0,90.0,1.0,0,2000,1255,0,1,0,0,0,0,1
119,22250,56.0,57313.0,110.0,1.0,0,2000,1275,0,0,1,0,0,0,1
120,18950,13.0,57037.0,110.0,0.0,0,1600,1115,0,0,1,0,0,0,1
121,19950,19.0,51099.0,90.0,1.0,0,2000,1255,0,0,1,0,0,0,1
122,16350,14.0,40010.0,110.0,1.0,0,1600,1115,0,0,1,0,0,0,1
123,18950,20.0,39115.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
124,16950,17.0,36012.0,110.0,0.0,0,1600,1130,0,0,1,0,0,0,1
125,21750,16.0,63634.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
126,15950,20.0,36000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
127,16500,20.0,35000.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
128,17950,17.0,33740.0,97.0,1.0,0,1400,1135,0,0,1,0,0,0,1
129,15850,13.0,33477.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
130,16250,20.0,32627.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
131,15950,20.0,63634.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
132,16250,19.0,29441.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
133,15950,13.0,29371.0,110.0,1.0,0,1600,1105,0,0,1,0,0,1,0
134,16500,20.0,29000.0,97.0,0.0,0,1400,1110,0,0,1,0,0,0,1
135,16500,19.0,27821.0,97.0,0.0,0,1400,1110,0,0,1,0,0,0,1
136,18450,19.0,27371.0,97.0,0.0,0,1400,1135,0,0,1,0,0,0,1
137,16250,13.0,25170.0,110.0,1.0,0,1600,1105,0,0,1,0,0,0,1
138,23000,11.0,25000.0,116.0,1.0,0,2000,1320,0,1,0,0,0,0,1
139,19900,20.0,23000.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
140,16450,20.0,22588.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
141,23950,19.0,21684.0,192.0,1.0,0,1800,1185,0,0,1,0,0,0,1
142,19950,13.0,21428.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
143,18500,16.0,20629.0,110.0,1.0,0,1600,1090,0,0,1,0,0,1,0
144,18950,15.0,20270.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
145,16450,16.0,20105.0,97.0,0.0,0,1400,1110,0,0,1,0,0,0,1
146,20500,20.0,20000.0,110.0,0.0,1,1600,1165,0,0,1,0,0,0,1
147,24500,13.0,19988.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
148,19450,19.0,18328.0,110.0,0.0,0,1600,1130,0,0,1,0,0,0,1
149,20950,14.0,17896.0,110.0,1.0,1,1600,1150,0,0,1,0,0,1,0
150,17200,20.0,17300.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
151,19950,19.0,17038.0,110.0,0.0,0,1600,1130,0,0,1,0,0,0,1
152,18450,10.0,13747.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
153,19500,12.0,13634.0,110.0,1.0,0,1600,1115,0,0,1,0,0,0,1
154,21750,13.0,13178.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
155,16868,15.0,13157.0,97.0,1.0,0,1400,1085,0,0,1,0,0,1,0
156,19500,16.0,13000.0,110.0,1.0,0,1600,1105,0,0,1,0,0,1,0
157,18900,11.0,12500.0,110.0,1.0,0,1600,1115,0,0,1,0,0,0,1
158,19750,17.0,11999.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
159,19750,16.0,11754.0,110.0,0.0,1,1600,1180,0,0,1,0,0,0,1
160,18950,16.0,11000.0,110.0,1.0,0,1600,1105,0,0,1,0,0,1,0
161,20750,17.0,10000.0,110.0,0.0,0,1598,1105,0,0,1,0,0,0,1
162,19600,9.0,7650.0,110.0,1.0,0,1600,1115,0,0,1,0,0,0,1
163,19500,14.0,6500.0,110.0,1.0,0,1600,1100,0,0,1,0,0,1,0
164,17650,11.0,6155.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
165,19950,14.0,6000.0,110.0,0.0,0,1600,1130,0,0,1,0,0,0,1
166,19950,14.0,5459.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
167,20950,14.0,5278.0,110.0,1.0,1,1600,1150,0,0,1,0,0,1,0
168,20500,12.0,5000.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
169,17795,9.0,1.0,98.0,1.0,0,1400,1065,0,0,1,0,0,1,0
170,18245,9.0,1.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
171,23750,8.0,11000.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
172,19500,8.0,10077.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
173,18950,8.0,10000.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
174,21950,8.0,9788.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
175,19950,8.0,8574.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
176,18950,8.0,7000.0,110.0,0.0,0,1600,1115,0,0,1,0,0,0,1
177,19950,7.0,6250.0,110.0,1.0,0,1600,1115,0,0,1,0,0,0,1
178,21950,8.0,5000.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
179,22500,6.0,3000.0,110.0,0.0,0,1600,1130,0,0,1,0,0,0,1
180,18500,7.0,2000.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
181,18700,7.0,450.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
182,21125,2.0,225.0,97.0,1.0,0,1400,1110,0,0,1,0,0,0,1
183,21500,56.0,15.0,110.0,1.0,0,1600,1130,0,0,1,0,0,0,1
184,17795,1.0,1.0,98.0,1.0,0,1400,1100,0,0,1,0,0,1,0
185,18245,1.0,1.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
186,6950,43.0,243000.0,69.0,0.0,0,1900,1110,0,1,0,0,1,0,0
187,9500,38.0,180638.0,90.0,0.0,0,2000,1160,0,1,0,0,0,1,0
188,11950,40.0,179860.0,90.0,1.0,0,2000,1205,0,1,0,0,0,0,1
189,7750,43.0,178858.0,110.0,0.0,0,1600,1084,1,0,0,0,1,0,0
190,11950,40.0,161000.0,69.0,1.0,0,1900,1105,0,1,0,0,1,0,0
191,4350,44.0,158320.0,69.0,0.0,0,1800,1110,0,1,0,0,0,0,1
192,4750,44.0,131273.0,69.0,1.0,0,1800,1110,0,1,0,0,0,0,1
193,11750,40.0,130062.0,69.0,1.0,0,1900,1140,0,1,0,0,0,0,1
194,13250,41.0,123425.0,69.0,1.0,0,1900,1140,0,1,0,0,0,0,1
195,11950,37.0,118217.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
196,11900,44.0,110000.0,69.0,1.0,0,1900,1095,0,1,0,0,0,0,1
197,14750,39.0,108847.0,90.0,1.0,0,2000,1205,0,1,0,0,0,0,1
198,9950,42.0,105699.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
199,11950,56.0,98823.0,110.0,1.0,0,1600,1119,1,0,0,0,0,0,1
200,11495,44.0,96829.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
201,11250,40.0,96518.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
202,10500,42.0,92204.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
203,10450,35.0,91456.0,69.0,1.0,0,1900,1110,0,1,0,0,1,0,0
204,12950,43.0,89968.0,69.0,1.0,0,1900,1140,0,1,0,0,0,0,1
205,11500,44.0,89757.0,110.0,1.0,0,1600,1045,0,0,1,0,1,0,0
206,12500,40.0,85389.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
207,10950,43.0,85017.0,97.0,0.0,0,1400,1060,0,0,1,0,0,0,1
208,11450,41.0,84312.0,110.0,0.0,0,1600,1080,0,0,1,0,0,0,1
209,11950,37.0,82743.0,110.0,1.0,0,1600,1121,1,0,0,0,0,0,1
210,13250,41.0,81106.0,69.0,1.0,0,1900,1140,0,1,0,0,0,0,1
211,14750,40.0,80425.0,90.0,1.0,0,2000,1205,0,1,0,0,0,0,1
212,11790,34.0,78677.0,110.0,1.0,1,1600,1105,0,0,1,0,0,0,1
213,11450,40.0,78425.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
214,13500,33.0,78108.0,90.0,1.0,0,2000,1170,0,1,0,0,1,0,0
215,10950,33.0,77321.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
216,13500,33.0,75699.0,69.0,0.0,0,1900,1105,0,1,0,0,1,0,0
217,10950,41.0,75697.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
218,10950,44.0,74846.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
219,12950,38.0,74319.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
220,11950,56.0,74285.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
221,12450,44.0,74172.0,110.0,1.0,0,1600,1615,0,0,1,0,0,0,1
222,11950,40.0,73042.0,110.0,1.0,0,1598,1075,0,0,1,0,0,0,1
223,14950,44.0,71793.0,110.0,1.0,0,1600,1067,1,0,0,0,0,1,0
224,12450,35.0,71200.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
225,12950,38.0,67805.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
226,11950,56.0,65988.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
227,11690,56.0,65345.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
228,12450,42.0,64564.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
229,12750,36.0,63459.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
230,11925,56.0,63451.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
231,12950,33.0,62000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
232,11950,42.0,61300.0,97.0,1.0,0,1400,1030,0,0,1,0,1,0,0
233,12900,41.0,61200.0,110.0,1.0,0,1600,1045,0,0,1,0,1,0,0
234,11900,41.0,61000.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
235,11650,38.0,60829.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
236,10950,44.0,60500.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
237,13950,35.0,59500.0,69.0,1.0,0,1900,1110,0,1,0,0,1,0,0
238,13950,44.0,59000.0,110.0,0.0,1,1600,1110,0,0,1,0,0,0,1
239,11950,40.0,58954.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
240,10950,38.0,58798.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
241,12450,38.0,58363.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
242,11950,43.0,58277.0,110.0,1.0,0,1600,1045,0,0,1,0,1,0,0
243,13500,33.0,57711.0,90.0,1.0,0,2000,1165,0,1,0,0,1,0,0
244,11690,33.0,57269.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
245,13500,39.0,56001.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
246,11950,42.0,55968.0,110.0,1.0,0,1600,1050,0,0,1,0,1,0,0
247,12900,56.0,55678.0,110.0,1.0,0,1600,1030,0,0,1,0,0,1,0
248,13500,43.0,55539.0,110.0,1.0,0,1600,1085,0,0,1,0,0,0,1
249,11750,42.0,55400.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
250,11750,33.0,55350.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
251,10850,43.0,54600.0,110.0,0.0,0,1600,1030,0,0,1,0,0,1,0
252,11750,43.0,53773.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
253,14950,42.0,53719.0,110.0,1.0,1,1600,1105,0,0,1,0,0,0,1
254,9940,39.0,53644.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
255,12900,42.0,53350.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
256,13500,38.0,53000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
257,11750,44.0,52084.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
258,11950,44.0,52000.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
259,13450,33.0,51945.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
260,11950,41.0,51732.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
261,12495,39.0,50873.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
262,13500,41.0,50856.0,110.0,0.0,0,1600,1030,0,0,1,0,0,1,0
263,12750,40.0,50640.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
264,12000,39.0,50000.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
265,11950,38.0,49500.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
266,12495,44.0,49332.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
267,12450,34.0,49291.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
268,14750,40.0,48952.0,90.0,1.0,0,2000,1205,0,1,0,0,0,0,1
269,10950,39.0,48945.0,110.0,0.0,0,1600,1040,0,0,1,0,1,0,0
270,13500,33.0,48928.0,69.0,1.0,0,1900,1105,0,1,0,0,1,0,0
271,12950,38.0,48197.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
272,13500,35.0,48052.0,69.0,1.0,0,1900,1105,0,1,0,0,1,0,0
273,13450,56.0,48011.0,110.0,1.0,0,1600,1030,0,0,1,0,0,1,0
274,13500,43.0,48000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
275,11480,41.0,47350.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
276,13450,39.0,46821.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
277,11495,39.0,46694.0,110.0,0.0,0,1600,1040,0,0,1,0,1,0,0
278,12750,43.0,46515.0,97.0,0.0,0,1400,1025,0,0,1,0,0,0,1
279,14990,38.0,46327.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
280,12950,35.0,46304.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
281,12950,40.0,45886.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
282,12850,39.0,45713.0,97.0,1.0,0,1400,1085,0,0,1,0,0,0,1
283,13950,40.0,45600.0,110.0,1.0,1,1600,1105,0,0,1,0,0,0,1
284,11950,41.0,45287.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
285,12950,39.0,45081.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
286,11700,40.0,44830.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
287,9950,37.0,44757.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
288,11895,44.0,44218.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
289,12950,43.0,43632.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
290,12500,36.0,43427.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
291,13875,39.0,43254.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
292,10500,35.0,43000.0,110.0,0.0,0,1600,1050,0,0,1,0,1,0,0
293,12295,33.0,42823.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
294,13950,42.0,42560.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
295,10950,38.0,41754.0,110.0,0.0,0,1600,1040,0,0,1,0,1,0,0
296,12950,44.0,41499.0,110.0,1.0,0,1600,1103,1,0,0,0,0,0,1
297,12850,40.0,41339.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
298,13995,35.0,41000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
299,13750,39.0,40000.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
300,12750,37.0,39757.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
301,12500,41.0,39659.0,110.0,1.0,0,1600,1045,0,0,1,0,1,0,0
302,13950,43.0,39650.0,110.0,0.0,0,1600,1055,0,0,1,0,1,0,0
303,11500,39.0,39524.0,97.0,1.0,0,1398,1025,0,0,1,0,1,0,0
304,13950,44.0,39516.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
305,11895,41.0,39439.0,97.0,0.0,0,1400,1060,0,0,1,0,0,0,1
306,9950,44.0,39000.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
307,13500,42.0,38932.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
308,11450,37.0,38812.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
309,12450,42.0,38665.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
310,12950,40.0,38653.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
311,13995,44.0,38461.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
312,11750,42.0,38078.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
313,11650,39.0,37782.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
